Customer ID,Full Name,Gender,Age,State,Job Classification,Date Joined,Balance,marital,Education,Houseloan,Otherloan,Contact,Poutcome,Loan default,Customer ID
1047,Don  Gonzales,Female,33,California,Other,30.Jun.2017,"$27,565.60 ",Married,Primary,Yes,No,Cellular,Unknown,No,A01047
1048,Ben  Perez,Male,38,California,White Collar,30.Jun.2017,"$73,072.87 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A01048
1049,Ben  Perez,Female,30,California,White Collar,01.Jul.2017,"$76,252.54 ",Married,Secondary,No,No,Cellular,Success,Yes,A01049
1050,Andrew  Meyer,Male,30,California,White Collar,01.Jul.2017,"$39,419.85 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A01050
1051,Bobbie  Ryan,Male,47,California,White Collar,01.Jul.2017,"$21,943.79 ",Married,Secondary,No,No,Unknown,Unknown,No,A01051
1052,Shari  Silva,Male,48,California,Blue Collar,01.Jul.2017,"$109,354.84 ",Married,Secondary,Yes,No,Unknown,Unknown,No,A01052
1053,Jaime  Pearson,Male,38,California,Blue Collar,01.Jul.2017,"$40,064.46 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A01053
1054,Ivan  Adkins,Male,43,California,White Collar,02.Jul.2017,"$52,859.75 ",divorced,Secondary,Yes,No,Cellular,Unknown,No,A01054
1055,Cecilia  Manning,Female,40,California,White Collar,02.Jul.2017,"$26,187.12 ",divorced,Secondary,Yes,No,Cellular,Unknown,No,A01055
1056,Brooke  Horton,Male,36,California,White Collar,02.Jul.2017,"$79,617.33 ",Single,Tertiary,No,No,Cellular,Unknown,No,A01056
1057,Andrew  Meyer,Female,26,California,Other,02.Jul.2017,"$15,005.55 ",Married,Secondary,No,No,Telephone,Success,Yes,A01057
1058,Brooke  Horton,Female,36,California,White Collar,02.Jul.2017,"$74,203.19 ",Single,Tertiary,Yes,No,Cellular,Unknown,No,A01058
1059,Felicia  Jennings,Female,51,California,Blue Collar,02.Jul.2017,"$11,302.51 ",Married,Tertiary,No,No,Cellular,Unknown,No,A01059
1060,Rachel  Gomez,Female,46,California,Other,02.Jul.2017,"$48,243.63 ",Married,Primary,No,No,Telephone,Unknown,No,A01060
1061,Mable  Lindsey,Male,49,California,Other,02.Jul.2017,"$104,165.04 ",Married,Tertiary,No,No,Cellular,Success,Yes,A01061
1062,Lance  Yates,Male,54,California,Other,02.Jul.2017,"$24,297.27 ",Married,Secondary,No,No,Cellular,Unknown,No,A01062
1063,Lynette  Brewer,Female,37,California,White Collar,02.Jul.2017,"$50,852.66 ",Married,Secondary,Yes,Yes,Unknown,Unknown,No,A01063
1064,Don  Gonzales,Male,42,California,Other,02.Jul.2017,"$17,325.88 ",Married,Primary,Yes,No,Unknown,Unknown,No,A01064
1065,Robert  Munoz,Female,30,California,White Collar,03.Jul.2017,"$66,564.99 ",divorced,Secondary,Yes,No,Unknown,Unknown,No,A01065
1066,Shari  Silva,Male,51,California,White Collar,03.Jul.2017,"$61,590.07 ",Married,Tertiary,Yes,No,Cellular,Unknown,No,A01066
1067,Fernando  Rowe,Female,28,California,Blue Collar,03.Jul.2017,"$42,657.90 ",Married,Secondary,No,No,Cellular,Unknown,No,A01067
1068,Marion  Glover,Female,35,California,Blue Collar,03.Jul.2017,"$23,098.60 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A01068
1069,Tiffany  May,Male,57,California,Blue Collar,03.Jul.2017,"$89,680.01 ",Single,Secondary,Yes,Yes,Unknown,Unknown,No,A01069
1070,Brooke  Horton,Male,62,California,Blue Collar,03.Jul.2017,"$82,873.94 ",Single,Unknown,Yes,Yes,Cellular,Failure,No,A01070
1071,Della  Jensen,Male,51,California,White Collar,03.Jul.2017,"$61,338.01 ",Married,Secondary,Yes,No,Cellular,Unknown,Yes,A01071
1072,Della  Jensen,Female,39,California,Other,03.Jul.2017,"$126,089.42 ",Married,Secondary,Yes,No,Cellular,Other,No,A01072
1073,Tiffany  May,Male,37,California,White Collar,04.Jul.2017,"$22,187.90 ",Married,Secondary,Yes,No,Unknown,Unknown,No,A01073
1074,Trevor  Jones,Male,37,California,White Collar,04.Jul.2017,"$75,412.66 ",Single,Tertiary,Yes,No,Cellular,Failure,No,A01074
1075,Cindy  Becker,Female,27,California,Blue Collar,04.Jul.2017,"$41,141.12 ",divorced,Tertiary,Yes,Yes,Unknown,Unknown,No,A01075
1076,Shari  Silva,Male,32,California,Blue Collar,04.Jul.2017,"$117,479.28 ",Married,Tertiary,Yes,Yes,Unknown,Unknown,No,A01076
1077,Isabel  Cross,Male,48,California,Other,04.Jul.2017,"$60,427.94 ",Married,Secondary,No,No,Cellular,Other,Yes,A01077
1078,Ruben  Nunez,Male,47,California,Blue Collar,04.Jul.2017,"$88,703.09 ",Married,Tertiary,No,No,Cellular,Failure,Yes,A01078
1079,Donna  Reid,Male,36,California,Blue Collar,04.Jul.2017,"$9,652.09 ",Single,Tertiary,No,No,Cellular,Unknown,No,A01079
1080,Ernest  Davis,Male,44,California,Blue Collar,04.Jul.2017,"$55,893.25 ",divorced,Secondary,No,Yes,Cellular,Unknown,No,A01080
1081,Cindy  Becker,Female,38,California,White Collar,04.Jul.2017,"$23,770.03 ",Married,Secondary,Yes,No,Unknown,Unknown,No,A01081
1082,Marian  Hill,Female,32,California,Other,04.Jul.2017,"$30,523.69 ",Married,Secondary,No,No,Cellular,Unknown,No,A01082
1083,Patty  Thompson,Female,41,California,White Collar,05.Jul.2017,"$121,027.70 ",Married,Primary,No,No,Cellular,Unknown,No,A01083
1084,Della  Jensen,Female,44,California,White Collar,05.Jul.2017,"$7,509.10 ",Married,Primary,No,No,Cellular,Success,No,A01084
1085,Cindy  Becker,Female,41,California,White Collar,05.Jul.2017,"$60,480.88 ",divorced,Secondary,Yes,No,Unknown,Unknown,No,A01085
1086,Max  Rodgers,Male,47,California,Blue Collar,05.Jul.2017,"$2,906.37 ",Married,Secondary,Yes,No,Cellular,Unknown,Yes,A01086
1087,Joey  Wong,Female,59,California,Other,05.Jul.2017,"$66,157.63 ",Married,Secondary,No,Yes,Cellular,Unknown,No,A01087
1088,Ben  Perez,Male,43,California,Blue Collar,05.Jul.2017,"$24,562.27 ",Married,Tertiary,No,No,Cellular,Unknown,No,A01088
1089,Bethany  Pena,Male,36,California,Other,06.Jul.2017,"$33,963.55 ",Single,Tertiary,No,No,Cellular,Unknown,No,A01089
1090,Blake  Bridges,Male,25,California,Other,06.Jul.2017,"$66,084.52 ",Married,Primary,No,Yes,Cellular,Unknown,No,A01090
1091,Sylvester  Morales,Female,45,California,White Collar,06.Jul.2017,"$86,263.72 ",Single,Primary,Yes,No,Unknown,Unknown,No,A01091
1092,Isabel  Cross,Female,35,California,White Collar,06.Jul.2017,"$2,726.66 ",Married,Primary,No,No,Cellular,Unknown,No,A01092
1093,Mable  Lindsey,Male,31,California,White Collar,06.Jul.2017,"$106,368.45 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A01093
1094,Robert  Munoz,Female,30,California,Other,06.Jul.2017,"$4,074.48 ",Single,Tertiary,Yes,No,Cellular,Unknown,No,A01094
1095,Jenny  Garcia,Female,45,California,Other,06.Jul.2017,"$14,889.45 ",Single,Tertiary,No,No,Cellular,Unknown,No,A01095
1096,Christina  Fuller,Female,35,California,Blue Collar,06.Jul.2017,"$9,077.82 ",Married,Secondary,No,No,Unknown,Unknown,No,A01096
1097,Ivan  Adkins,Male,36,California,Other,06.Jul.2017,"$132,016.15 ",Married,Tertiary,Yes,No,Cellular,Other,No,A01097
1098,Drew  Rogers,Female,24,California,Blue Collar,06.Jul.2017,"$115,691.18 ",divorced,Tertiary,No,No,Cellular,Failure,No,A01098
1099,Patty  Thompson,Male,48,California,White Collar,06.Jul.2017,"$98,514.06 ",Single,Secondary,No,No,Cellular,Unknown,No,A01099
1100,Bethany  Pena,Male,48,California,Other,06.Jul.2017,"$115,419.55 ",Married,Primary,Yes,No,Unknown,Unknown,No,A01100
1101,Brooke  Horton,Male,56,California,Blue Collar,06.Jul.2017,"$5,246.81 ",Married,Tertiary,No,No,Cellular,Failure,No,A01101
1102,Jenny  Garcia,Male,60,California,Other,06.Jul.2017,"$32,935.28 ",Married,Tertiary,Yes,No,Cellular,Unknown,No,A01102
1103,Billie  Chandler,Male,42,California,Other,06.Jul.2017,"$42,799.60 ",Married,Tertiary,Yes,No,Cellular,Unknown,No,A01103
1104,Bethany  Pena,Male,44,California,Blue Collar,06.Jul.2017,"$12,483.66 ",Married,Unknown,No,No,Telephone,Unknown,No,A01104
1105,Pauline  Beck,Female,33,California,Blue Collar,06.Jul.2017,"$22,680.13 ",Single,Primary,Yes,No,Cellular,Failure,No,A01105
1106,Johanna  Boone,Female,29,California,Blue Collar,07.Jul.2017,"$83,163.25 ",Married,Tertiary,No,No,Cellular,Unknown,No,A01106
1107,Bernadette  Page,Male,33,California,White Collar,07.Jul.2017,"$143,847.97 ",Married,Secondary,No,Yes,Unknown,Failure,No,A01107
1108,Allan  Ramos,Male,27,California,White Collar,07.Jul.2017,"$67,722.24 ",Single,Secondary,Yes,No,Cellular,Unknown,No,A01108
1109,Brooke  Horton,Female,33,California,White Collar,07.Jul.2017,"$54,364.51 ",Single,Tertiary,No,No,Cellular,Other,No,A01109
1110,Bethany  Pena,Male,35,California,White Collar,07.Jul.2017,"$98,689.40 ",Married,Secondary,No,No,Cellular,Failure,Yes,A01110
1111,Tracy  Reed,Female,26,California,White Collar,07.Jul.2017,"$32,817.58 ",divorced,Primary,No,Yes,Cellular,Unknown,No,A01111
1112,Ben  Perez,Female,33,California,White Collar,07.Jul.2017,"$125,467.19 ",Married,Secondary,No,No,Cellular,Other,Yes,A01112
1113,Rachel  Gomez,Female,42,California,Other,07.Jul.2017,"$160,246.31 ",Married,Secondary,Yes,No,Cellular,Failure,No,A01113
1114,Dan  Peterson,Male,33,California,White Collar,07.Jul.2017,"$89,386.58 ",Single,Secondary,No,No,Cellular,Unknown,No,A01114
1115,Ernest  Davis,Male,48,California,Blue Collar,07.Jul.2017,"$53,986.33 ",divorced,Secondary,No,Yes,Cellular,Unknown,No,A01115
1116,Allan  Ramos,Male,58,California,Blue Collar,07.Jul.2017,"$26,794.36 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A01116
1117,Christina  Fuller,Female,42,California,Other,07.Jul.2017,"$93,805.72 ",Married,Tertiary,Yes,No,Unknown,Unknown,No,A01117
1118,Cecilia  Manning,Male,61,California,Other,07.Jul.2017,"$61,177.01 ",Single,Tertiary,Yes,No,Cellular,Failure,No,A01118
1119,Ivan  Adkins,Male,35,California,Blue Collar,07.Jul.2017,"$67,522.13 ",Married,Secondary,No,No,Unknown,Unknown,No,A01119
1120,Sandra  Floyd,Male,38,California,White Collar,07.Jul.2017,"$37,260.33 ",Single,Tertiary,Yes,No,Telephone,Unknown,No,A01120
1121,Iris  Underwood,Female,29,California,White Collar,08.Jul.2017,"$37,516.69 ",Married,Secondary,No,Yes,Cellular,Unknown,No,A01121
1122,Edwin  Malone,Male,39,California,Other,08.Jul.2017,"$54,724.94 ",Married,Tertiary,No,No,Unknown,Unknown,No,A01122
1123,Christina  Fuller,Female,43,California,White Collar,08.Jul.2017,"$16,356.12 ",Married,Tertiary,No,No,Cellular,Failure,No,A01123
1124,Woodrow  Colon,Male,35,California,White Collar,08.Jul.2017,"$170,320.81 ",Married,Tertiary,No,No,Cellular,Unknown,No,A01124
1125,Edwin  Malone,Male,31,California,White Collar,08.Jul.2017,"$76,711.18 ",Married,Unknown,No,No,Cellular,Success,Yes,A01125
1126,Shari  Silva,Female,49,California,White Collar,08.Jul.2017,"$101,530.07 ",divorced,Secondary,Yes,No,Unknown,Unknown,No,A01126
1127,Joey  Wong,Male,33,California,Blue Collar,08.Jul.2017,"$6,571.33 ",Married,Secondary,No,No,Cellular,Unknown,No,A01127
1128,Christy  Olson,Male,46,California,Blue Collar,08.Jul.2017,"$85,080.84 ",Single,Unknown,No,No,Cellular,Unknown,No,A01128
1129,Patty  Thompson,Male,44,California,White Collar,08.Jul.2017,"$123,804.55 ",divorced,Secondary,No,No,Cellular,Unknown,No,A01129
1130,Isabel  Cross,Male,36,California,White Collar,08.Jul.2017,"$82,658.69 ",Single,Tertiary,Yes,No,Cellular,Failure,No,A01130
1131,Isabel  Cross,Female,32,California,White Collar,08.Jul.2017,"$57,766.46 ",Married,Tertiary,No,No,Cellular,Unknown,No,A01131
1132,Arturo  Francis,Male,33,California,White Collar,09.Jul.2017,"$113,881.31 ",Single,Secondary,Yes,No,Cellular,Unknown,No,A01132
1133,Willie  Vega,Male,22,California,White Collar,09.Jul.2017,"$21,316.15 ",divorced,Tertiary,Yes,Yes,Cellular,Unknown,No,A01133
1134,Robert  Munoz,Female,36,California,White Collar,09.Jul.2017,"$4,638.16 ",Single,Secondary,Yes,Yes,Cellular,Unknown,No,A01134
1135,Rachel  Gomez,Female,46,California,White Collar,09.Jul.2017,"$50,415.55 ",Married,Primary,No,No,Cellular,Unknown,No,A01135
1136,Rachel  Gomez,Female,38,California,Other,09.Jul.2017,"$152,637.97 ",Married,Tertiary,Yes,Yes,Unknown,Unknown,Yes,A01136
1137,Johanna  Boone,Female,57,California,White Collar,09.Jul.2017,"$125,359.85 ",Single,Secondary,Yes,No,Cellular,Other,No,A01137
1138,Isabel  Cross,Female,46,California,Other,09.Jul.2017,"$36,844.63 ",Married,Secondary,Yes,No,Unknown,Unknown,No,A01138
1139,Ernest  Davis,Female,42,California,Other,09.Jul.2017,"$42,559.97 ",divorced,Secondary,No,No,Cellular,Unknown,No,A01139
1140,Drew  Rogers,Male,31,California,White Collar,09.Jul.2017,"$14,150.79 ",divorced,Primary,Yes,No,Unknown,Unknown,No,A01140
1141,Jaime  Pearson,Male,27,California,Other,10.Jul.2017,"$24,794.66 ",Single,Tertiary,Yes,No,Unknown,Unknown,No,A01141
1142,Andrew  Meyer,Female,35,California,White Collar,10.Jul.2017,"$96,651.54 ",Married,Secondary,Yes,No,Unknown,Unknown,No,A01142
1143,Jenny  Garcia,Female,34,California,Other,10.Jul.2017,"$32,830.54 ",divorced,Tertiary,No,No,Cellular,Unknown,Yes,A01143
1144,Cassandra  Franklin,Male,43,California,White Collar,10.Jul.2017,"$83,563.58 ",Married,Primary,Yes,Yes,Cellular,Unknown,No,A01144
1145,Guillermo  Potter,Male,32,California,Blue Collar,10.Jul.2017,"$136,826.22 ",Married,Tertiary,Yes,No,Cellular,Unknown,No,A01145
1146,Brooke  Horton,Female,46,California,Other,10.Jul.2017,"$5,034.87 ",Married,Primary,Yes,No,Telephone,Unknown,No,A01146
1147,Salvador  Bass,Male,50,California,Blue Collar,10.Jul.2017,"$101,138.78 ",Married,Tertiary,No,No,Cellular,Unknown,No,A01147
1148,Brooke  Horton,Male,60,California,Blue Collar,10.Jul.2017,"$52,360.03 ",Married,Secondary,Yes,Yes,Cellular,Unknown,No,A01148
1149,Isabel  Cross,Male,31,California,Blue Collar,10.Jul.2017,"$28,929.69 ",Single,Tertiary,No,No,Cellular,Unknown,No,A01149
1150,Ellen  Weaver,Female,60,California,Blue Collar,10.Jul.2017,"$8,829.78 ",Married,Secondary,No,No,Unknown,Unknown,No,A01150
1151,Jenny  Garcia,Female,44,California,White Collar,10.Jul.2017,"$101,768.16 ",divorced,Secondary,Yes,No,Cellular,Unknown,No,A01151
1152,Salvador  Bass,Male,41,California,White Collar,11.Jul.2017,"$119,751.49 ",Married,Secondary,No,No,Cellular,Unknown,Yes,A01152
1153,Della  Jensen,Male,47,California,White Collar,11.Jul.2017,"$54,466.72 ",Married,Secondary,No,No,Cellular,Unknown,No,A01153
1154,Brooke  Horton,Female,32,California,White Collar,11.Jul.2017,"$53,562.85 ",divorced,Tertiary,Yes,No,Telephone,Unknown,No,A01154
1155,Colleen  Warren,Male,40,California,Blue Collar,11.Jul.2017,"$92,861.72 ",Married,Secondary,No,Yes,Cellular,Failure,No,A01155
1156,Sylvester  Morales,Female,45,California,White Collar,11.Jul.2017,"$41,723.28 ",Single,Tertiary,No,No,Cellular,Unknown,No,A01156
1157,Donna  Reid,Female,40,California,White Collar,11.Jul.2017,"$32,752.66 ",Married,Secondary,Yes,Yes,Unknown,Unknown,No,A01157
1158,Salvador  Bass,Female,35,California,White Collar,11.Jul.2017,"$32,100.22 ",Married,Unknown,No,No,Cellular,Unknown,No,A01158
1159,Don  Gonzales,Male,32,California,White Collar,11.Jul.2017,"$9,658.07 ",Single,Tertiary,No,No,Cellular,Unknown,No,A01159
1160,Ivan  Adkins,Male,41,California,Blue Collar,11.Jul.2017,"$2,512.61 ",Single,Tertiary,Yes,No,Cellular,Failure,No,A01160
1161,Donna  Reid,Female,49,California,Other,11.Jul.2017,"$110,246.31 ",divorced,Secondary,No,No,Unknown,Unknown,No,A01161
1162,Kyle  Carr,Male,47,California,Blue Collar,11.Jul.2017,"$93,702.46 ",Single,Tertiary,No,No,Cellular,Unknown,No,A01162
1163,Della  Jensen,Male,52,California,Blue Collar,11.Jul.2017,"$35,228.46 ",Married,Secondary,Yes,Yes,Unknown,Unknown,No,A01163
1164,Patty  Thompson,Male,43,California,Blue Collar,11.Jul.2017,"$28,686.99 ",Married,Secondary,Yes,No,Cellular,Other,No,A01164
1165,Brooke  Horton,Male,35,California,White Collar,11.Jul.2017,"$54,584.70 ",Single,Tertiary,No,No,Cellular,Unknown,No,A01165
1166,Peter  Hodges,Male,36,California,White Collar,12.Jul.2017,"$57,962.72 ",Married,Secondary,Yes,Yes,Cellular,Unknown,No,A01166
1167,Trevor  Jones,Male,35,California,Other,12.Jul.2017,"$58,847.07 ",Single,Tertiary,No,No,Cellular,Success,Yes,A01167
1168,Max  Rodgers,Female,55,California,White Collar,12.Jul.2017,"$32,982.99 ",Married,Secondary,Yes,No,Unknown,Success,No,A01168
1169,Shari  Silva,Male,34,California,Blue Collar,12.Jul.2017,"$85,815.37 ",Married,Tertiary,Yes,No,Unknown,Unknown,Yes,A01169
1170,Tiffany  May,Female,36,California,White Collar,12.Jul.2017,"$70,778.45 ",Married,Secondary,No,No,Cellular,Unknown,No,A01170
1171,Drew  Rogers,Male,41,California,White Collar,12.Jul.2017,"$61,956.52 ",Married,Tertiary,No,No,Unknown,Unknown,No,A01171
1172,Shari  Silva,Male,30,California,Other,12.Jul.2017,"$5,634.51 ",Single,Secondary,No,No,Cellular,Unknown,No,A01172
1173,Edwin  Malone,Female,32,California,White Collar,12.Jul.2017,"$104,960.46 ",Married,Secondary,Yes,No,Unknown,Unknown,No,A01173
1174,Drew  Rogers,Female,33,California,White Collar,12.Jul.2017,"$101,745.09 ",Single,Secondary,Yes,No,Cellular,Success,No,A01174
1175,Robert  Munoz,Male,35,California,White Collar,12.Jul.2017,"$27,148.49 ",Married,Tertiary,Yes,No,Unknown,Unknown,No,A01175
1176,Elbert  Klein,Female,32,California,White Collar,12.Jul.2017,"$19,551.45 ",Married,Primary,No,No,Unknown,Unknown,No,A01176
1177,Guillermo  Potter,Male,28,California,White Collar,12.Jul.2017,"$140,804.16 ",Married,Tertiary,Yes,No,Cellular,Failure,No,A01177
1178,Isabel  Cross,Male,22,California,Blue Collar,12.Jul.2017,"$36,714.72 ",Single,Tertiary,No,No,Cellular,Unknown,Yes,A01178
1179,Sonya  Mullins,Male,43,California,Other,12.Jul.2017,"$83,519.93 ",divorced,Secondary,Yes,No,Cellular,Unknown,No,A01179
1180,Isabel  Cross,Female,51,California,Other,12.Jul.2017,"$65,601.55 ",Married,Tertiary,No,No,Cellular,Unknown,Yes,A01180
1181,Willie  Vega,Female,46,California,Blue Collar,12.Jul.2017,"$25,365.67 ",Married,Tertiary,Yes,No,Cellular,Unknown,Yes,A01181
1182,Tiffany  May,Male,24,California,Other,12.Jul.2017,"$65,641.72 ",Married,Secondary,No,No,Cellular,Success,Yes,A01182
1183,Nellie  Joseph,Male,41,California,Blue Collar,12.Jul.2017,"$37,741.96 ",Married,Tertiary,Yes,No,Unknown,Unknown,No,A01183
1184,Max  Rodgers,Female,44,California,White Collar,12.Jul.2017,"$44,188.85 ",Married,Secondary,Yes,No,Unknown,Unknown,No,A01184
1185,Iris  Underwood,Female,29,California,White Collar,12.Jul.2017,"$65,761.04 ",Married,Secondary,No,No,Cellular,Unknown,No,A01185
1186,Fernando  Rowe,Female,26,California,White Collar,12.Jul.2017,"$56,462.21 ",Married,Secondary,Yes,No,Unknown,Unknown,No,A01186
1187,Ben  Perez,Male,42,California,White Collar,12.Jul.2017,"$35,789.55 ",Married,Tertiary,No,No,Cellular,Success,No,A01187
1188,Ivan  Adkins,Female,34,California,Other,13.Jul.2017,"$22,335.70 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A01188
1189,Sylvester  Morales,Female,32,California,Other,13.Jul.2017,"$113,740.60 ",Married,Primary,No,No,Unknown,Unknown,No,A01189
1190,Shari  Silva,Male,26,California,White Collar,13.Jul.2017,"$21,670.54 ",Single,Secondary,No,No,Cellular,Unknown,No,A01190
1191,Elaine  Ellis,Male,23,California,White Collar,13.Jul.2017,"$128,305.67 ",divorced,Tertiary,No,No,Unknown,Unknown,Yes,A01191
1192,Shari  Silva,Female,28,California,Other,13.Jul.2017,"$52,315.03 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A01192
1193,Brooke  Horton,Female,22,California,White Collar,13.Jul.2017,"$42,072.24 ",Single,Secondary,No,Yes,Cellular,Unknown,No,A01193
1194,Trevor  Jones,Male,18,California,White Collar,13.Jul.2017,"$84,287.34 ",Single,Secondary,Yes,No,Cellular,Failure,No,A01194
1195,Marion  Glover,Male,32,California,White Collar,13.Jul.2017,"$9,073.88 ",Married,Secondary,Yes,No,Cellular,Failure,No,A01195
1196,Eddie  Green,Female,37,California,White Collar,13.Jul.2017,"$3,457.34 ",Married,Tertiary,No,No,Cellular,Failure,No,A01196
1197,Lee  Mack,Female,42,California,Blue Collar,13.Jul.2017,"$38,371.72 ",Married,Primary,No,No,Telephone,Unknown,No,A01197
1198,Jenny  Garcia,Male,55,California,Other,13.Jul.2017,"$31,066.78 ",Married,Tertiary,No,No,Telephone,Unknown,No,A01198
1199,Jaime  Pearson,Male,48,California,Blue Collar,13.Jul.2017,"$58,733.18 ",divorced,Secondary,No,No,Cellular,Unknown,No,A01199
1200,Ellen  Weaver,Male,55,California,White Collar,13.Jul.2017,"$41,391.04 ",Single,Tertiary,Yes,No,Cellular,Unknown,No,A01200
1201,Lance  Yates,Male,48,California,Other,13.Jul.2017,"$109,549.52 ",Married,Secondary,Yes,No,Unknown,Unknown,No,A01201
1202,Fernando  Rowe,Male,52,California,Blue Collar,13.Jul.2017,"$139,680.07 ",Married,Secondary,No,No,Cellular,Unknown,No,A01202
1203,Salvador  Bass,Male,43,California,White Collar,13.Jul.2017,"$85,361.64 ",divorced,Secondary,Yes,No,Cellular,Unknown,No,A01203
1204,Beth  Tucker,Female,42,California,White Collar,13.Jul.2017,"$6,342.37 ",Married,Primary,Yes,No,Unknown,Unknown,No,A01204
1205,Cassandra  Franklin,Female,42,California,White Collar,13.Jul.2017,"$97,197.12 ",Married,Tertiary,Yes,Yes,Cellular,Unknown,No,A01205
1206,Brooke  Horton,Male,30,California,Blue Collar,14.Jul.2017,"$14,097.67 ",Married,Unknown,No,No,Cellular,Failure,No,A01206
1207,Beth  Tucker,Male,35,California,Blue Collar,14.Jul.2017,"$58,274.54 ",Married,Tertiary,No,No,Cellular,Unknown,Yes,A01207
1208,Christina  Fuller,Female,34,California,Other,14.Jul.2017,"$94,153.55 ",Married,Primary,Yes,No,Unknown,Unknown,No,A01208
1209,Felicia  Jennings,Male,18,California,Blue Collar,14.Jul.2017,"$60,553.84 ",Married,Tertiary,No,Yes,Cellular,Unknown,No,A01209
1210,Robert  Munoz,Male,30,California,White Collar,14.Jul.2017,"$29,259.07 ",Single,Secondary,No,Yes,Cellular,Failure,No,A01210
1211,Christina  Fuller,Female,40,California,White Collar,14.Jul.2017,"$1,050.51 ",divorced,Secondary,Yes,No,Cellular,Failure,No,A01211
1212,Jaime  Pearson,Male,39,California,White Collar,14.Jul.2017,"$157,786.64 ",Single,Secondary,No,No,Cellular,Unknown,No,A01212
1213,Isabel  Cross,Male,33,California,Other,14.Jul.2017,"$23,372.99 ",Single,Tertiary,No,No,Cellular,Failure,Yes,A01213
1214,Bethany  Pena,Female,58,California,Other,14.Jul.2017,"$103,024.82 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A01214
1215,Andrew  Meyer,Male,56,California,Blue Collar,14.Jul.2017,"$5,340.25 ",Married,Secondary,No,No,Unknown,Unknown,No,A01215
1216,Shari  Silva,Female,29,California,White Collar,14.Jul.2017,"$148,165.66 ",Single,Secondary,No,No,Cellular,Unknown,No,A01216
1217,Cassandra  Franklin,Male,48,California,Other,14.Jul.2017,"$70,772.51 ",Single,Tertiary,No,No,Cellular,Success,No,A01217
1218,Trevor  Jones,Male,42,California,Other,14.Jul.2017,"$12,091.78 ",Married,Primary,Yes,Yes,Unknown,Unknown,No,A01218
1219,Felicia  Jennings,Female,34,California,Other,14.Jul.2017,"$30,958.16 ",Married,Unknown,No,No,Unknown,Unknown,No,A01219
1220,Drew  Rogers,Male,45,California,White Collar,15.Jul.2017,"$41,180.19 ",Married,Primary,No,No,Telephone,Unknown,No,A01220
1221,Rachel  Gomez,Female,18,California,Blue Collar,15.Jul.2017,"$30,430.37 ",Married,Tertiary,No,No,Cellular,Unknown,No,A01221
1222,Eddie  Green,Female,38,California,White Collar,15.Jul.2017,"$37,337.03 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A01222
1223,Woodrow  Colon,Female,31,California,White Collar,15.Jul.2017,"$7,357.96 ",Single,Secondary,No,Yes,Cellular,Unknown,No,A01223
1224,Shari  Silva,Female,28,California,Other,15.Jul.2017,"$159,622.22 ",divorced,Tertiary,Yes,Yes,Unknown,Other,No,A01224
1225,Cassandra  Franklin,Male,34,California,White Collar,15.Jul.2017,"$1,370.31 ",Single,Secondary,Yes,No,Unknown,Unknown,No,A01225
1226,Cassandra  Franklin,Female,32,California,Blue Collar,15.Jul.2017,"$64,131.01 ",Married,Secondary,Yes,No,Cellular,Failure,No,A01226
1227,Salvador  Bass,Female,42,California,Blue Collar,15.Jul.2017,"$16,133.76 ",divorced,Secondary,Yes,Yes,Cellular,Other,No,A01227
1228,Isabel  Cross,Male,29,California,White Collar,15.Jul.2017,"$23,223.55 ",Single,Secondary,Yes,No,Unknown,Unknown,No,A01228
1229,Eric  Rose,Male,47,California,Other,15.Jul.2017,"$95,572.88 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A01229
1230,Robert  Munoz,Male,49,California,Blue Collar,15.Jul.2017,"$54,662.46 ",Single,Primary,Yes,No,Unknown,Unknown,No,A01230
1231,Rachel  Gomez,Female,43,California,Other,15.Jul.2017,"$11,447.18 ",divorced,Secondary,No,No,Cellular,Unknown,Yes,A01231
1232,Ben  Perez,Female,63,California,Blue Collar,15.Jul.2017,"$42,379.84 ",divorced,Secondary,Yes,No,Cellular,Unknown,No,A01232
1233,Blake  Bridges,Male,33,California,Other,15.Jul.2017,"$91,626.16 ",Single,Secondary,Yes,No,Unknown,Unknown,No,A01233
1234,Shari  Silva,Female,17,California,Other,15.Jul.2017,"$19,851.40 ",Married,Secondary,Yes,No,Unknown,Unknown,No,A01234
1235,Jaime  Pearson,Female,33,California,White Collar,16.Jul.2017,"$62,270.99 ",Married,Tertiary,Yes,No,Unknown,Unknown,No,A01235
1236,Max  Rodgers,Female,42,California,Blue Collar,16.Jul.2017,"$77,291.16 ",Married,Secondary,Yes,Yes,Cellular,Unknown,No,A01236
1237,Joey  Wong,Male,39,California,Blue Collar,16.Jul.2017,"$136,187.25 ",Single,Secondary,No,Yes,Cellular,Unknown,No,A01237
